(78, 4, 2)
(74, 8, 2)
(74, 4, 2)
(76, 4, 2)
(78, 2, 2)
(76, 2, 2)
(74, 4, 2)
(76, 2, 2)
(74, 2, 2)
(73, 4, 2)
(71, 8, 2)
(71, 4, 2)
(69, 4, 2)
(69, 4, 2)
(74, 4, 2)
(73, 4, 2)
(71, 2, 2)
(71, 2, 2)
(61, 4, 2)
(67, 4, 1)
(69.0, 4.0, 1.0)
(67, 4, 1)
(67, 4, 1)
(67, 4, 1)
(74, 4, 1)
(74, 4, 1)
(72, 4, 1)
(74, 4, 1)
(72, 4, 1)
(71, 4, 1)
(69.0, 4.0, 1.0)
(69.0, 4.0, 1.0)
(69.0, 4.0, 1.0)
(67, 4, 1)
(67, 4, 1)
(66.0, 8.0, 1.0)
(66, 6, 1)
(66, 4, 1)
(66, 4, 1)
(63.0, 8.0, 1.0)
(72, 2, 0)
(71, 2, 0)
(72, 2, 0)
(74, 4, 1)
(74, 4, 1)
(74, 4, 1)
(74, 4, 1)
(74, 4, 1)
(74, 4, 1)
(67, 4, 1)
